Date,MinTemp,MaxTemp,Humidity,Cloud,Temp,RainToday,RainTomorrow
12/19/2010,18.5,27.3,69,5,19.8,No,Yes
12/20/2010,13.3,21.7,42,1,16.7,Yes,No
12/21/2010,15.4,27.8,36,1,21.3,No,No
12/22/2010,17.7,25.7,71,5,22,No,No
12/23/2010,19.1,27,72,6,21.4,No,No
12/24/2010,18.7,24.1,65,5,19.8,No,No
12/25/2010,16,26.3,69,5,21.5,No,No
12/26/2010,20.8,31.3,88,5,21.1,No,Yes
12/27/2010,18.4,19.9,88,5,18.5,Yes,Yes
12/28/2010,15.4,21.2,59,5,19,Yes,No
12/29/2010,17.3,24.7,66,5,21.1,No,No
12/30/2010,20,26.5,64,5,24.7,No,No
12/31/2010,21.4,27.2,78,5,24,No,No
1/1/2011,20.5,29,69,5,25.5,No,No
1/2/2011,20.7,28,72,5,24.7,No,Yes
1/3/2011,18.9,21.3,81,5,19.9,Yes,Yes
1/4/2011,17.3,22.6,74,5,20.1,Yes,No
1/5/2011,17.2,23.4,64,5,21.1,No,No
1/6/2011,19.5,26.8,72,5,22.6,No,Yes
1/7/2011,19.9,26.5,88,5,22.1,Yes,Yes
1/8/2011,21.3,26.7,68,5,24.3,Yes,Yes
1/9/2011,22,27,82,5,24,Yes,Yes
1/10/2011,21.5,26.2,80,5,24.1,Yes,No
1/11/2011,21.8,25.2,71,5,24.3,No,Yes
1/12/2011,22.3,27.9,79,5,25.2,Yes,No
1/13/2011,23.3,26.6,75,5,25,No,No
1/14/2011,21.8,27.9,56,5,26.5,No,No
1/15/2011,22,30.4,87,5,22.6,No,No
1/16/2011,22.1,28.1,86,5,23.1,No,No
1/17/2011,21.4,29.8,65,5,25.8,No,No
1/18/2011,20,26.1,68,5,22.4,No,Yes
1/19/2011,19.3,25.4,83,5,21.6,Yes,No
1/20/2011,21.5,27.3,62,5,24.8,No,Yes
1/21/2011,20.7,26.9,66,5,25.1,Yes,No
1/22/2011,20.5,28.4,64,5,25,No,No
1/23/2011,21.4,28.3,57,5,25.2,No,No
1/24/2011,21,35.4,56,5,26.6,No,No
1/25/2011,21.7,28.5,70,5,24.3,No,No
1/26/2011,22.9,31.4,85,5,25.8,No,No
1/27/2011,22.5,28.4,79,5,25.1,No,No
1/28/2011,22.5,24.3,70,5,23.1,No,No
1/29/2011,19.8,25,76,5,20.7,No,No
1/30/2011,17.8,28.2,64,5,23.1,No,No
1/31/2011,22.2,31.6,72,5,26.1,No,No
2/1/2011,22.7,33.5,65,5,26.1,No,No
2/2/2011,26.1,31.2,59,5,28.7,No,No
2/3/2011,25.1,37.5,58,5,30.6,No,No
2/4/2011,24,33.7,72,5,27.3,No,No
2/5/2011,24.2,41.5,46,5,33.7,No,No
2/6/2011,27.6,35.6,56,5,28.7,No,No
2/7/2011,18,23,64,5,18.7,No,No
2/8/2011,18.7,25.3,67,5,21.2,No,No
2/9/2011,18.1,24.5,69,5,21.8,No,No
2/10/2011,20.4,25.7,85,5,21.3,No,No
2/11/2011,21,29.2,63,5,25.3,No,Yes
2/12/2011,22.7,23.1,87,5,22.7,Yes,Yes
2/13/2011,19.5,22.8,83,5,21.5,Yes,No
2/14/2011,20.6,24.2,59,5,21.9,No,No
2/15/2011,18.3,25,84,5,20.7,No,Yes
2/16/2011,19.8,26.7,81,5,20.9,Yes,No
2/17/2011,20.9,28.7,80,5,24.4,No,No
2/18/2011,22.6,27.6,83,5,23.5,No,No
2/19/2011,22.4,30.1,79,5,25.1,No,No
2/20/2011,25,33.2,61,5,30.1,No,No
2/21/2011,20,24.9,82,5,20.9,No,No
2/22/2011,19.1,21.7,57,5,20.4,No,Yes
2/23/2011,17.3,26.6,77,5,19,Yes,No
2/24/2011,16.6,26.1,71,5,20.3,No,No
2/25/2011,18,28,75,5,21.1,No,No
2/26/2011,20.9,27.2,80,5,23.7,No,No
2/27/2011,20.3,30.3,74,5,22.3,No,No
2/28/2011,22.2,28.8,83,5,22.7,No,No
3/1/2011,22.7,33.6,53,5,28.8,No,No
3/2/2011,19.4,21.8,58,5,20.5,No,No
3/3/2011,17.4,31.7,77,5,20.9,No,No
3/4/2011,19.1,25.8,72,5,22.5,No,No
3/5/2011,18.1,23.2,70,5,18.7,No,No
3/6/2011,18,23.6,48,5,21,No,No
3/7/2011,17,24.4,67,5,20.3,No,No
3/8/2011,17.6,25.8,71,5,21.2,No,No
3/9/2011,20.7,30.8,77,5,21.8,No,No
3/10/2011,21.8,27.4,70,5,23.8,No,No
3/11/2011,22,26.7,86,5,23.2,No,No
3/12/2011,20.6,28.1,82,5,23.3,No,No
3/13/2011,21.8,27.7,76,5,24.5,No,No
3/14/2011,21.3,27.5,76,5,24.3,No,No
3/15/2011,17.5,24.5,82,5,21,No,No
3/16/2011,19.3,28.3,77,5,22.3,No,Yes
3/17/2011,20.6,26.8,85,5,21.1,Yes,No
3/18/2011,20,25.2,81,5,21.1,No,Yes
3/19/2011,19.4,24,86,5,21.2,Yes,Yes
3/20/2011,18.8,23.5,92,5,19.4,Yes,Yes
3/21/2011,19.4,24.8,95,5,21.4,Yes,Yes
3/22/2011,21.1,27.4,95,5,21.6,Yes,No
3/23/2011,19.9,30.8,75,5,22.5,No,No
3/24/2011,18.2,27.1,50,5,21.5,No,No
3/25/2011,17.7,26.7,50,5,20.5,No,No
3/26/2011,17.7,20.6,71,5,18.4,No,Yes
3/27/2011,16.1,20.5,89,5,16.6,Yes,Yes
3/28/2011,15.9,24.2,91,5,17.1,Yes,Yes
3/29/2011,17.1,24.8,94,5,19.4,Yes,No
3/30/2011,17.8,27.7,78,5,20.5,No,Yes
3/31/2011,20.1,21.3,78,5,20.3,Yes,Yes
5/1/2011,14.8,22.9,84,5,16.6,Yes,No
5/2/2011,12.9,18.4,87,5,14.3,No,No
5/3/2011,14,18.5,90,5,15,No,No
5/4/2011,13,21.8,72,5,15.2,No,No
5/5/2011,11.7,19.5,63,5,16.2,No,No
5/6/2011,10.1,19.6,69,5,13.1,No,No
5/7/2011,9.8,20.8,75,5,12,No,No
5/8/2011,9.6,22,76,5,12.2,No,No
5/9/2011,10.5,17.7,63,5,14.5,No,Yes
5/10/2011,10.1,18,62,5,11.8,Yes,No
5/11/2011,8.2,16.4,64,5,11.3,No,No
5/12/2011,7.9,16.7,51,5,10.5,No,No
5/13/2011,9.9,21,69,5,12.8,No,No
5/14/2011,10.8,17.9,50,5,11.7,No,No
5/15/2011,7.3,19.2,58,5,9.9,No,No
5/16/2011,7.3,19.6,69,5,9.6,No,No
5/17/2011,7.9,20.2,72,5,10,No,No
5/18/2011,8.5,20.8,74,5,11.6,No,Yes
5/19/2011,11.5,20.5,83,5,13.8,Yes,No
5/20/2011,11.3,21.2,91,5,12.8,No,No
5/21/2011,12.1,23.3,80,5,13.7,No,No
5/22/2011,12.4,21.6,79,5,13.9,No,No
5/23/2011,13.9,22.9,81,5,16,No,No
5/24/2011,12.1,18.8,57,5,14.6,No,Yes
5/25/2011,11.1,14.2,72,5,12.3,Yes,Yes
5/26/2011,10.7,19.6,63,5,12.9,Yes,No
5/27/2011,8.8,18.3,69,5,10.5,No,No
5/28/2011,8.5,17.4,75,5,10.4,No,No
5/29/2011,10.2,17,82,5,11.2,No,Yes
5/30/2011,11.2,17.9,89,5,15.4,Yes,Yes
5/31/2011,13.9,19.9,81,5,17.9,Yes,Yes
6/1/2011,16.1,21,65,5,18.7,Yes,Yes
6/2/2011,13.7,19.8,73,5,17.4,Yes,No
6/3/2011,10.6,20.4,85,5,12.2,No,No
6/4/2011,11.1,18.7,73,5,13.3,No,Yes
6/5/2011,10.5,17.7,68,5,11.6,Yes,No
6/6/2011,9.3,17.7,57,5,12.2,No,No
6/7/2011,7,15,71,5,8.6,No,No
6/8/2011,8.2,14.1,46,5,9.8,No,No
6/9/2011,7.5,16.4,54,5,9.7,No,No
6/10/2011,8.9,15.7,58,5,11.6,No,Yes
6/11/2011,9.9,15.7,86,5,12.6,Yes,Yes
6/12/2011,11.6,15.7,89,5,13.6,Yes,Yes
6/13/2011,12.8,16.7,92,5,13.7,Yes,Yes
6/14/2011,13.7,17.8,81,5,15.7,Yes,Yes
6/15/2011,14.1,18.4,85,5,15.3,Yes,Yes
6/16/2011,14,17.1,71,5,15.9,Yes,Yes
6/17/2011,8.2,18.3,82,5,10,Yes,No
6/18/2011,9.9,17.7,51,5,11.3,No,No
6/19/2011,8.3,18.4,69,5,10.5,No,No
6/20/2011,9.3,19.6,64,5,11.9,No,No
6/21/2011,11.8,20.7,54,5,14.2,No,No
6/22/2011,9.6,16.3,47,5,11.2,No,No
6/23/2011,9.8,20.5,59,5,12.6,No,No
6/24/2011,8.1,18.6,69,5,9.8,No,No
6/25/2011,7.7,19.6,79,5,9.8,No,No
6/26/2011,7.8,20.7,83,5,9,No,No
6/27/2011,7.5,20,66,5,10.4,No,No
6/28/2011,9,16.6,86,5,10.7,No,Yes
6/29/2011,10.7,18,74,5,15,Yes,No
6/30/2011,12.1,18.1,76,5,14.4,No,No
7/1/2011,10.8,16.6,91,5,12.3,No,Yes
7/2/2011,11.3,19.3,91,5,12.3,Yes,No
7/3/2011,8.6,20.7,90,5,10.1,No,No
7/4/2011,10.1,20.4,50,5,17,No,No
7/5/2011,12.2,17.1,36,5,14,No,No
7/6/2011,10.9,17.6,44,5,13,No,No
7/7/2011,11.1,17.6,45,5,13.9,No,No
7/8/2011,5.5,17,59,5,8.1,No,No
7/9/2011,6.4,17,49,5,9.1,No,No
7/10/2011,6.1,16.4,44,5,10.4,No,No
7/11/2011,9.2,17.9,41,5,11.7,No,No
7/12/2011,6.9,18.9,56,5,9.5,No,No
7/13/2011,9.5,12.3,54,5,10.3,No,No
7/14/2011,8.2,15.6,56,5,11,No,No
7/15/2011,5.6,13.2,64,5,7.5,No,Yes
7/16/2011,7.5,16.3,94,5,10.4,Yes,Yes
7/17/2011,10.4,16.1,95,5,11.9,Yes,Yes
7/18/2011,9.6,20.3,90,5,11.2,Yes,No
7/19/2011,7.4,14.7,63,5,8.7,No,Yes
7/20/2011,8.7,18.5,91,5,14.3,Yes,Yes
7/21/2011,11.1,13.3,94,5,12,Yes,Yes
7/22/2011,11.3,13.9,88,5,13.1,Yes,Yes
7/23/2011,8.7,15.6,89,5,9.1,Yes,Yes
7/24/2011,6.4,15.4,79,5,8.3,Yes,No
7/25/2011,8.3,19.1,73,5,10.9,No,No
7/26/2011,7,18.4,74,5,10.1,No,No
7/27/2011,8.1,17.3,70,5,10.4,No,No
7/28/2011,7.1,20.4,83,5,9.4,No,No
7/29/2011,7.3,20,75,5,9.6,No,No
7/30/2011,7.1,20.2,78,5,8.7,No,No
7/31/2011,7.4,21.4,65,5,10.5,No,No
8/1/2011,9.7,22.7,73,5,12.5,No,No
8/2/2011,9.9,22.1,72,5,12.5,No,No
8/3/2011,12.5,25.7,72,5,13.9,No,No
8/4/2011,12,23.5,73,5,14,No,No
8/5/2011,11.3,25.2,66,5,13.9,No,No
8/6/2011,12.7,24,57,5,15.5,No,No
8/7/2011,13.7,19.5,84,5,14.2,No,Yes
8/8/2011,9.4,18.3,66,5,11.1,Yes,No
8/9/2011,7.8,17.1,69,5,9.7,No,No
8/10/2011,7.8,18.5,58,5,10.7,No,No
8/11/2011,7.3,18.5,58,5,11.5,No,Yes
8/12/2011,10.3,17.3,74,5,14.8,Yes,Yes
8/13/2011,8.3,18.9,78,5,10.4,Yes,No
8/14/2011,10.3,16.5,89,5,13.7,No,No
8/15/2011,9.4,17.8,78,5,11.6,No,No
8/16/2011,10.6,17.9,85,5,12.8,No,No
8/17/2011,10.2,16.9,91,5,12.4,No,Yes
8/18/2011,10.9,18.9,69,5,12.9,Yes,No
8/19/2011,8.6,17.4,85,5,9.1,No,Yes
8/20/2011,8.9,19.5,57,5,16.3,Yes,Yes
8/21/2011,12.3,18.5,56,5,16.2,Yes,No
8/22/2011,12.7,18.2,56,5,15.7,No,No
8/23/2011,12.2,17.5,86,5,13.6,No,No
8/24/2011,10.4,18.9,82,5,13.7,No,No
8/25/2011,10.4,19.9,79,5,13,No,No
8/26/2011,10.8,20.4,75,5,17.2,No,No
8/27/2011,12.4,19,96,5,13.3,No,No
8/28/2011,11.3,21.6,76,5,13.6,No,No
8/29/2011,11.2,24,57,5,16.3,No,No
8/30/2011,13.6,18.7,68,5,16.8,No,No
8/31/2011,11.4,19.7,78,5,15.2,No,No
9/1/2011,13.4,19.5,84,5,15.3,No,No
9/2/2011,14.2,17.9,64,5,14.9,No,No
9/3/2011,10.1,19.1,70,5,13.8,No,No
9/4/2011,10.6,20,56,5,17.2,No,No
9/5/2011,14.2,22.5,56,5,18,No,No
9/6/2011,14.7,26.8,44,5,20.5,No,Yes
9/7/2011,11.6,20.1,36,5,14.9,Yes,No
9/8/2011,12.6,18.3,67,5,15.6,No,Yes
9/9/2011,12.2,14.8,82,5,12.2,Yes,Yes
9/10/2011,7.4,16.9,39,5,11.5,Yes,No
9/11/2011,10.2,20.4,47,5,14.5,No,No
9/12/2011,9,19.8,48,5,14,No,No
9/13/2011,8.2,22.6,57,5,13.5,No,No
9/14/2011,11.1,26.7,37,5,19,No,No
9/15/2011,15.2,19.3,75,5,16.2,No,No
9/16/2011,11.4,21.4,49,5,17.8,No,No
9/17/2011,14.3,25.4,66,5,20.5,No,No
9/18/2011,15.7,30.6,27,5,25.4,No,No
9/19/2011,14.6,26,59,5,19.9,No,No
9/20/2011,17.5,28.1,31,5,25.6,No,No
9/21/2011,11.9,22.7,36,5,18,No,No
9/22/2011,11.2,22.8,53,5,17.6,No,No
9/23/2011,12.7,32.5,44,5,22.8,No,No
9/24/2011,14.3,17.7,65,5,16.5,No,Yes
9/25/2011,13.1,17.3,90,5,14.2,Yes,Yes
9/26/2011,12.3,19.7,52,5,17,Yes,No
9/27/2011,10.7,20.8,63,5,17.3,No,No
9/28/2011,13.4,18,59,5,17.3,No,Yes
9/29/2011,15.5,22,74,5,17.5,Yes,No
9/30/2011,12.2,20.8,43,5,15.8,No,No
10/1/2011,10.8,20,49,5,15.8,No,Yes
10/2/2011,11.4,17.1,88,5,13.1,Yes,Yes
10/3/2011,10.3,18.4,76,5,13.3,Yes,No
10/4/2011,10.7,19.9,73,5,13.3,No,No
10/5/2011,10,20.1,76,5,13.5,No,No
10/6/2011,13.3,19,67,5,15.4,No,Yes
10/7/2011,14.4,21,88,5,15.7,Yes,Yes
10/8/2011,15.4,21.6,93,5,16.1,Yes,No
10/9/2011,13.2,23.6,89,5,15.7,No,No
10/10/2011,12,22,77,5,14.4,No,No
10/11/2011,12.2,21.1,39,5,15.6,No,No
10/12/2011,10.9,21.1,49,5,15.6,No,No
10/13/2011,14.9,20.1,70,5,16.8,No,No
10/14/2011,16.6,19.4,65,5,17.4,No,Yes
10/15/2011,17.1,24.6,84,5,19.2,Yes,No
10/16/2011,17.1,23.3,62,5,20.4,No,Yes
10/17/2011,13.2,20.5,52,5,16.2,Yes,No
10/18/2011,13,19.9,57,5,17.7,No,No
10/19/2011,12.3,21.4,67,5,16.9,No,No
10/20/2011,13.5,23.5,100,5,18,No,No
10/21/2011,15.9,30.1,59,5,20.5,No,No
10/22/2011,17.6,24.6,76,5,19.6,No,No
10/23/2011,19,24.8,80,5,20.5,No,No
10/24/2011,18,34.3,53,5,24.8,No,No
10/25/2011,18.7,19.5,81,5,19.4,No,Yes
10/26/2011,14.2,18.6,78,5,14.9,Yes,Yes
10/27/2011,13.9,19.6,59,5,18.4,Yes,No
10/28/2011,16.8,21.7,67,5,19,No,No
10/29/2011,17.6,28.2,70,5,21.7,No,No
10/30/2011,18.1,25.8,75,5,21.6,No,No
10/31/2011,14.4,22.7,100,5,18.6,No,No
11/1/2011,15.1,20.7,73,5,16.2,No,No
11/2/2011,14.3,24,64,5,19.3,No,Yes
11/3/2011,13.8,18.4,88,5,14.5,Yes,Yes
11/4/2011,13.9,21.5,60,5,18,Yes,No
11/5/2011,15.3,24.1,62,5,20.3,No,No
11/6/2011,17.7,28.9,56,5,23.9,No,No
11/7/2011,21.2,29.5,54,5,26.5,No,No
11/8/2011,19.4,28.9,78,5,23.3,No,Yes
11/9/2011,19.7,29,77,5,24.2,Yes,No
11/10/2011,24.2,30.4,61,5,24.4,No,No
11/11/2011,18.3,23.3,46,5,21.5,No,No
11/12/2011,19.3,24.7,64,5,21.2,No,No
11/15/2011,18.8,24.6,52,5,23,No,No
11/16/2011,19.1,22.1,77,5,21.2,No,Yes
11/17/2011,15.9,21.4,93,5,17.2,Yes,Yes
11/18/2011,17.1,23.7,77,5,21.3,Yes,No
11/19/2011,18.1,27.5,76,5,22.9,No,No
11/20/2011,19.6,28,78,5,22.6,No,Yes
11/21/2011,17.5,22.3,62,5,20.4,Yes,Yes
11/22/2011,17.8,21.9,85,5,19.6,Yes,Yes
11/23/2011,14.8,18.3,93,5,15.6,Yes,Yes
11/24/2011,15.3,18.3,75,5,17.4,Yes,Yes
11/25/2011,15.4,20,89,5,18.3,Yes,Yes
11/26/2011,18.1,26.8,95,5,19.9,Yes,Yes
11/27/2011,18.6,29.8,42,5,23.4,Yes,No
11/28/2011,17,26.9,55,5,23.6,No,No
11/29/2011,19.7,26.2,66,5,24.6,No,No
11/30/2011,20.7,31.6,77,5,23.7,No,Yes
12/1/2011,15.8,21.9,51,5,17.5,Yes,Yes
12/2/2011,14.1,21.1,63,5,16.6,Yes,No
12/3/2011,13.9,22.2,57,5,17.6,No,No
12/4/2011,15.6,21.1,70,5,19.9,No,Yes
12/5/2011,11.8,19,61,5,15.9,Yes,Yes
12/6/2011,12.6,19.1,77,5,15.3,Yes,Yes
12/7/2011,12.1,22,64,5,17.7,Yes,Yes
12/8/2011,16.2,22.3,86,5,18,Yes,No
12/9/2011,16.7,23.9,81,5,20,No,No
12/10/2011,17.7,23.5,74,5,20.7,No,No
12/11/2011,18.3,25.6,69,5,23,No,Yes
12/12/2011,17.5,19.3,92,5,17.7,Yes,Yes
12/13/2011,16.4,23.4,62,5,19.2,Yes,No
12/14/2011,15.2,22.2,60,5,19,No,No
12/15/2011,15.5,22.6,59,5,19.6,No,No
12/16/2011,14.7,21.6,64,5,18.9,No,No
12/17/2011,17,21.7,50,5,20.8,No,No
12/18/2011,15.8,23.2,67,5,18.7,No,No
12/19/2011,18.6,22.8,77,5,20.2,No,Yes
12/20/2011,18.4,24.3,79,5,19.9,Yes,No
12/21/2011,18.7,25,71,5,20.6,No,No
12/22/2011,19.2,22.9,76,5,20.1,No,Yes
12/23/2011,18.7,25,79,5,22.7,Yes,No
12/24/2011,19.7,26.2,75,5,23.7,No,No
12/25/2011,19.1,26.6,65,5,24,No,No
12/26/2011,20,26.8,61,5,24.5,No,No
12/27/2011,19.1,23.7,69,5,20.1,No,No
12/28/2011,18.3,24.4,60,5,20.8,No,No
12/29/2011,17.5,25,69,5,20.7,No,No
12/30/2011,17.1,25.1,74,5,19.3,No,No
12/31/2011,16.9,23.6,69,5,20.5,No,No
1/1/2012,16,25.3,56,5,22.2,No,No
1/2/2012,18.1,26.5,54,5,24.1,No,No
1/3/2012,20.6,26.8,58,5,24.1,No,No
1/4/2012,20.7,29.4,69,5,25,No,No
1/5/2012,20,24.8,61,5,22.3,No,No
1/6/2012,18.5,22.4,75,5,19.3,No,No
1/7/2012,15.1,24.8,64,5,20,No,No
1/8/2012,20,26.4,73,5,22.1,No,Yes
1/9/2012,20.8,27.5,79,5,22.4,Yes,No
1/10/2012,19.4,29.8,38,5,22.6,No,No
1/11/2012,19.7,27.6,36,5,23.5,No,No
1/12/2012,13.9,23.2,43,5,17.6,No,No
1/13/2012,14.7,25,56,5,19.7,No,No
1/14/2012,18.4,23.4,68,5,20.5,No,Yes
1/15/2012,17.3,22.9,95,5,17.8,Yes,Yes
1/16/2012,17.5,24.3,84,5,20.4,Yes,Yes
1/17/2012,18.7,26.1,59,5,23.9,Yes,No
1/18/2012,20,26.9,75,5,23.1,No,No
1/20/2012,20.7,25.7,75,5,23.1,No,No
1/21/2012,21.8,24.8,73,5,22.6,No,Yes
1/22/2012,19.7,26.6,65,5,22.9,Yes,No
1/23/2012,19.6,24.5,60,5,22.9,No,No
1/24/2012,20.5,23.7,76,5,21.7,No,Yes
1/25/2012,20.7,24.5,84,5,23.7,Yes,Yes
1/26/2012,20.8,26.9,90,5,22.5,Yes,Yes
1/27/2012,21.8,25.3,80,5,23.5,Yes,No
1/28/2012,21.6,26.6,68,5,23.5,No,No
1/29/2012,22,27.3,74,5,23.8,No,Yes
1/30/2012,21.7,33.2,69,5,26.5,Yes,No
1/31/2012,25.3,28.8,50,5,27.2,No,Yes
2/1/2012,18.4,21.9,87,5,18.8,Yes,Yes
2/2/2012,18.5,20.2,72,5,20.1,Yes,Yes
2/3/2012,16.7,21,95,5,17.1,Yes,Yes
2/4/2012,17,25.9,92,5,19.9,Yes,No
2/5/2012,18.2,26.8,84,5,22.2,No,No
2/6/2012,20.4,24.8,76,5,22.3,No,Yes
2/7/2012,19.4,24,91,5,19.6,Yes,Yes
2/8/2012,19.2,24.5,68,5,22.3,Yes,No
2/9/2012,18.9,25.8,71,5,22.2,No,Yes
2/10/2012,19.9,25.7,74,5,22.3,Yes,Yes
2/11/2012,19.6,25.3,87,5,20.4,Yes,Yes
2/12/2012,16.6,25.8,80,5,19.7,Yes,Yes
2/13/2012,18.6,25.4,87,5,19.9,Yes,No
2/14/2012,19.2,24.8,83,5,20.8,No,No
2/15/2012,19.1,25.3,56,5,22.7,No,No
2/16/2012,18.5,26.7,68,5,22.8,No,No
2/17/2012,19,27.4,62,5,23.8,No,No
2/18/2012,19.4,27.5,73,5,23,No,No
2/19/2012,19.9,27.1,75,5,23,No,Yes
2/20/2012,19.5,28.2,81,5,22.8,Yes,Yes
2/21/2012,19.6,25.7,82,5,20.9,Yes,No
2/22/2012,17.3,26.5,69,5,20.1,No,No
2/23/2012,18.2,26.9,77,5,21.5,No,No
2/24/2012,20.6,27.5,78,5,22.7,No,No
2/25/2012,18.9,26.6,71,5,23.3,No,No
2/26/2012,21.9,26.8,80,5,22.8,No,No
2/27/2012,21.9,28,73,5,23.6,No,No
2/28/2012,23.5,33.4,66,5,26.2,No,Yes
2/29/2012,20.2,22,89,5,20.5,Yes,Yes
3/1/2012,20.1,29.5,90,5,21.3,Yes,Yes
3/2/2012,18.6,20.9,88,5,19.5,Yes,Yes
3/3/2012,18,22.6,66,5,20.9,Yes,Yes
3/4/2012,18.9,27.3,75,5,22.4,Yes,Yes
3/5/2012,20,27.4,59,5,22.7,Yes,No
3/6/2012,19.5,24.7,66,5,21.4,No,No
3/7/2012,17.1,23.3,62,5,19,No,Yes
3/8/2012,15,21.2,96,5,15.6,Yes,Yes
3/9/2012,14.9,28.4,75,5,18.5,Yes,No
3/10/2012,17,26.5,82,5,20.1,No,No
3/11/2012,17.5,24,71,5,20.4,No,No
3/12/2012,19.9,24,76,5,22.6,No,No
3/13/2012,16.8,25.6,78,5,20.1,No,No
3/14/2012,18.1,25.2,85,5,20.2,No,No
3/15/2012,20.2,26.2,80,5,22.5,No,No
3/16/2012,20.1,28,81,5,22.6,No,Yes
3/17/2012,18.6,20.2,94,5,18.6,Yes,Yes
3/18/2012,17.1,23,66,5,19.4,Yes,Yes
3/19/2012,17.6,24.4,72,5,21.1,Yes,Yes
3/20/2012,18.9,24.7,84,5,19.6,Yes,No
3/21/2012,18.9,25.1,83,5,20.5,No,No
3/22/2012,18.3,20,79,5,18.6,No,No
3/23/2012,17.6,26.3,84,5,19.5,No,No
3/24/2012,13.9,25.2,47,5,16.1,No,No
3/25/2012,14.5,23.2,76,5,16.5,No,No
3/26/2012,16.2,23,77,5,19.5,No,No
3/27/2012,17.7,24.6,69,5,20.6,No,No
3/28/2012,19.4,22.5,77,5,20.4,No,Yes
3/29/2012,17.5,26.5,75,5,20.1,Yes,No
3/30/2012,16.7,24.8,84,5,17.5,No,No
3/31/2012,16.1,27,81,5,18.9,No,No
4/1/2012,16.2,25.4,67,5,21,No,No
4/2/2012,17.6,26.7,75,5,21.7,No,No
4/3/2012,16.8,26.5,88,5,18.6,No,No
4/4/2012,18.6,25.7,60,5,24.6,No,No
4/5/2012,19,25.6,64,5,23.8,No,No
4/6/2012,17.6,25.1,67,5,22.3,No,No
4/7/2012,18.2,28.3,69,5,21.5,No,No
4/8/2012,20.1,24.3,62,5,22,No,Yes
4/9/2012,14.1,24.8,41,5,17.6,Yes,No
4/10/2012,10.1,19.1,45,5,15.5,No,No
4/11/2012,10.4,20.2,59,5,15.6,No,Yes
4/12/2012,13,22.8,80,5,16.4,Yes,No
4/13/2012,12.4,24.7,75,5,16.4,No,No
4/14/2012,14.7,24.4,74,5,18.9,No,No
4/15/2012,17,25.4,65,5,20.2,No,No
4/16/2012,15.9,25.8,63,5,19,No,Yes
4/17/2012,17.3,21.4,91,5,18.6,Yes,Yes
4/18/2012,17.2,21.1,95,5,17.6,Yes,Yes
4/19/2012,17.5,23.8,92,5,19.5,Yes,No
4/20/2012,17.4,25.1,91,5,19.1,No,No
4/21/2012,18.2,24.9,92,5,19.8,No,No
4/23/2012,17.6,19.5,81,5,19.4,No,Yes
4/24/2012,15.6,25.3,79,5,18.4,Yes,Yes
4/25/2012,10.8,19.9,48,5,13.5,Yes,No
4/26/2012,13.5,21.5,56,5,16.8,No,No
4/27/2012,12.9,22.8,68,5,15.4,No,No
4/28/2012,13.8,24.2,80,5,16,No,No
4/29/2012,13.1,19.1,73,5,17.7,No,No
4/30/2012,10.9,20.2,70,5,13.5,No,No
5/1/2012,12.7,22.1,76,5,15.5,No,No
5/2/2012,12.4,22.3,79,5,15.6,No,No
5/3/2012,15.2,23.3,63,5,17.7,No,No
5/4/2012,11.5,22.4,45,5,13.7,No,No
5/5/2012,11.8,20.9,64,5,15.1,No,No
5/6/2012,10.8,21.3,65,5,12.9,No,No
5/7/2012,11.2,18.5,64,5,12.4,No,No
5/8/2012,10.8,23.3,68,5,13.8,No,No
5/9/2012,12,27.1,68,5,15.3,No,No
5/10/2012,14.1,29.1,67,5,16.7,No,No
5/11/2012,14.3,24.9,63,5,16.5,No,No
5/12/2012,13.8,20.7,60,5,15.1,No,No
5/13/2012,9.9,18.1,42,5,13.5,No,No
5/14/2012,9.1,18.6,49,5,11.8,No,No
5/15/2012,8.5,20.2,56,5,12.1,No,No
5/16/2012,9.8,21.1,68,5,12,No,No
5/17/2012,10,21.6,77,5,12.5,No,No
5/18/2012,10.5,23.1,82,5,12.4,No,No
5/19/2012,10.4,21.1,71,5,12.4,No,No
5/20/2012,10.4,16.4,75,5,13,No,No
5/21/2012,12.2,20.9,78,5,13.6,No,No
5/22/2012,9.8,20.9,70,5,11.8,No,No
5/23/2012,10.3,23,69,5,13.2,No,No
5/24/2012,9.6,17.1,79,5,12.2,No,Yes
5/25/2012,12.2,18.6,77,5,15.7,Yes,No
5/26/2012,10.4,17.5,43,5,12.5,No,No
5/27/2012,10,19.3,65,5,12.3,No,No
5/28/2012,9.1,18.9,66,5,12.1,No,Yes
5/29/2012,11.3,18.1,94,5,12.1,Yes,Yes
5/30/2012,10.4,18.5,80,5,12.8,Yes,No
5/31/2012,11.9,20.1,79,5,12.9,No,No
6/1/2012,11.6,18.8,89,5,12.8,No,No
6/2/2012,12.8,16.8,91,5,14.9,No,Yes
6/3/2012,14,15.3,96,5,14.2,Yes,Yes
6/4/2012,12.8,20.6,91,5,14.3,Yes,No
6/5/2012,9,16.1,53,5,12,No,Yes
6/6/2012,10.4,16,70,5,14,Yes,Yes
6/7/2012,9.1,17.7,68,5,10.4,Yes,No
6/8/2012,6.4,18,71,5,8.6,No,No
6/9/2012,6.6,18.3,78,5,8.3,No,Yes
6/10/2012,8.3,14.2,87,5,10,Yes,Yes
6/11/2012,9.9,16.1,96,5,11.8,Yes,Yes
